,K1,K14,K15,K2,K3,K4,K5,K7,LANA,Orf10,Orf11,Orf16,Orf17,Orf18,Orf20,Orf21,Orf22,Orf23,Orf24,Orf25,Orf26,Orf27,Orf29,Orf30,Orf32,Orf34,Orf36,Orf37,Orf39,Orf4,Orf40,Orf42,Orf43,Orf44,Orf45,Orf46,Orf47,Orf48,Orf49,Orf50,Orf52,Orf54,Orf55,Orf56,Orf57,Orf58,Orf59,Orf6,Orf60,Orf61,Orf62,Orf63,Orf65,Orf66,Orf67,Orf68,Orf69,Orf7,Orf70,Orf8,Orf9,vIRF1,vIRF2,vIRF4
Orf56,0.12495493766508511,0.5168632226502712,0.7953129225139702,0.4111222366746401,0.3007146092030111,0.334362745042085,0.05482828932864823,0.3941552556358063,0.6181858193989743,0.39430452497252977,0.2874083833722658,0.4456384613176917,0.2078619829354365,0.2747869724570491,0.35453033346117857,-0.10471082170512239,0.49237329730820895,0.449442685287863,0.28805251281102184,0.32498742326403257,0.32319809304029257,0.3360120656513474,0.2801766820942809,0.3504817887601879,0.3279509361625822,0.28457583238820827,-0.04428457445670117,0.34458230213736624,0.3132728840392785,0.3922715503643782,0.46636358979747217,0.5925605081723365,0.6324826989308847,0.6319618172146074,0.6021317959713444,0.5749640173243864,0.5663072068079077,0.7248338776167154,0.699289135683044,0.7081382532200479,0.7654887087288689,0.7781923219974385,0.8135456972255968,1.0,0.6797524835167352,0.5072609633983101,0.5319016075881551,0.43191026568166174,0.5524752805176931,0.6697712885128069,0.7721744394840002,0.7643021803161811,0.5907131368350023,0.6857849495061022,0.47240441747822864,0.7468869498668416,0.7623272129552474,0.4423666283495164,0.32598982226723683,0.3640207759704504,0.3097727127890113,0.7531532880583119,0.6964450167662934,0.6179372969535936
Orf57,0.19610947743501883,0.7059319605301935,0.7055215887548343,0.5867471395704376,0.4471146217403804,0.39442611940501526,0.30082244976231826,0.5642234440379849,0.7857285191342204,0.5467482917268754,0.5199677352616274,0.4736568756613202,0.4473816626120443,0.23493676383061218,0.43291720299674324,0.05300268926870947,0.4365511025084084,0.5122519326018609,0.3771338493417102,0.46079150917563355,0.46603541930097864,0.46804178511122646,0.34403563117523717,0.5164625755834877,0.4588471155508295,0.5775466377993328,0.28596098259769165,0.5551929741878077,0.39469581114740593,0.474937221264003,0.49744476472644056,0.6473847349521467,0.6803811774099204,0.7013352745959286,0.6874822888531278,0.4604322245426836,0.5896967450161492,0.8204634397390255,0.7037147176297133,0.7664320593571149,0.7181208567941387,0.6591539241505285,0.8180750087807312,0.6797524835167352,1.0,0.7497555531320331,0.638156093424067,0.5480339046797378,0.7605493578835619,0.7423434056845432,0.7564198775599134,0.6976178665057814,0.5698865571151075,0.781463978021158,0.6271717978942336,0.5336709473246973,0.7696952539294678,0.5957024130016317,0.37864996899727804,0.5416271227519652,0.45861062293249005,0.7969931998064081,0.5394415154795758,0.7056387552394264
Orf58,0.3033088645331661,0.6301219646665158,0.4652820725996021,0.7790221435414966,0.6232985495859497,0.6268553491797614,0.4931938405065567,0.8074176980041964,0.755409105875466,0.8272190229097897,0.7572714906944373,0.6278606205495934,0.6770113225174114,0.2922647663924646,0.6893944649818756,0.21643587754793164,0.6114047437481435,0.7270513352324135,0.4718222430384491,0.6471435911062446,0.6144249425918539,0.7548752402807553,0.5544943298985818,0.6429240492884158,0.6188858554879129,0.7363458250796497,0.3038629763457624,0.7668404923061595,0.554215064177063,0.62464191441135,0.5476127421660062,0.6963976906258785,0.7210262710498331,0.741510333470468,0.7489793501468025,0.6190374163898241,0.7459081638663715,0.8395088336321296,0.7249331397643834,0.7403398132893132,0.6853968511332066,0.45553177569529274,0.6569265764666302,0.5072609633983101,0.7497555531320331,1.0,0.8823896312913185,0.863801470955934,0.8491911287379647,0.7962626711998049,0.7631032504662084,0.5652945013982087,0.5990987742964888,0.7868562208550743,0.7041875719336276,0.22740932833363992,0.7575249729445764,0.7395085089178751,0.5639118708567221,0.7806234392755579,0.7893297911094304,0.7150022721739345,0.35133992065861575,0.8407714016666445
Orf59,0.36985007103986783,0.5594791892943786,0.4837019358122949,0.6833497016298719,0.5749194241096341,0.604735106033247,0.4203167469859702,0.6392888553459946,0.6642189264669782,0.707300444313238,0.6336927742829797,0.518334939028067,0.5229480302215873,0.21522123764254886,0.5943948165097301,0.2136543484710892,0.6159533137486747,0.6011429049223873,0.3705460609980669,0.5669307582275974,0.5579113333956471,0.6688478701404257,0.5627551043167563,0.5274195167841754,0.5527277646284322,0.5987317062142637,0.17967002275293376,0.6161615189752094,0.4352710483907143,0.47534231369032987,0.470684710452564,0.6515274153282499,0.6093186127510598,0.654870521396404,0.6160663319174637,0.6728007845441379,0.7717586088598914,0.7703837268161499,0.7333670627767183,0.6796223508788708,0.6927928339528703,0.4937276669140904,0.6033434217866154,0.5319016075881551,0.638156093424067,0.8823896312913185,1.0,0.7669954809658376,0.7814248704687567,0.8135159758507999,0.7819628097180386,0.6495776045137646,0.670510242644852,0.8278659875523872,0.7822095908095568,0.3008069850694588,0.7106737102029997,0.5827867746773582,0.5563187921594731,0.7326868896098178,0.7527700224951017,0.7442189803882853,0.34237962325932664,0.8867784205851005
Orf6,0.41903797656026187,0.6246532643721622,0.35580682470837816,0.7613960593504315,0.6695334875224305,0.6911132609264846,0.6657905941271169,0.872010723776619,0.6875269968408543,0.9120500225613147,0.8148427515091615,0.6870377371745097,0.7330002335107151,0.4028437432932133,0.7701817766348136,0.10000454785287491,0.6029564873511768,0.8091929602394697,0.535479584261202,0.7237099774948128,0.6240261186655993,0.8168689381781277,0.6224106709188852,0.7061724050594937,0.6873242648147538,0.7140910996718672,0.319296867617425,0.7382194209813504,0.5427610197274946,0.7402261622548355,0.5673029001399698,0.6279403278782258,0.6723665061372395,0.7056580019756702,0.7412186050977502,0.5627099658382915,0.7218984936820539,0.7700001894521488,0.6967675236715257,0.6863292294268353,0.532344325701613,0.3767839953268972,0.47935410170547355,0.43191026568166174,0.5480339046797378,0.863801470955934,0.7669954809658376,1.0,0.6919243746905256,0.7178230565992751,0.7275216950936162,0.4134024539706151,0.5171977267483936,0.6380467416739968,0.7029137467602297,0.0782965990166068,0.6827107425537271,0.8256886720672941,0.606810987907803,0.8146581575222603,0.8935927640756139,0.5615568587094452,0.2525468692039792,0.7446004351647044
Orf60,0.1776920391885111,0.5961144535147219,0.5338215838171326,0.7050894669141003,0.5129216112726326,0.49704442567585616,0.3875941527062821,0.6463480313119778,0.66037858110608,0.6166551167967077,0.6467894972943059,0.5468345913807179,0.5131634044022796,0.11455548638638258,0.5220407311468489,0.11809786869047632,0.47729854830350704,0.5492658695356698,0.39830576724584466,0.4908914563085187,0.49331438390506355,0.6343513521777201,0.5450968926085273,0.524204186223493,0.5513139424701865,0.547468036845332,0.2683249346647998,0.6814881988461186,0.5354995155969585,0.4838266651409359,0.5693982763194054,0.5871903981963256,0.650364303546371,0.7005894107313121,0.6959322913159771,0.5378391563690363,0.6365952628663666,0.7516173296987352,0.6338855188172511,0.6909441145304652,0.6269671970021186,0.5822384184784352,0.6764817692377858,0.5524752805176931,0.7605493578835619,0.8491911287379647,0.7814248704687567,0.6919243746905256,1.0,0.7867519302937735,0.7862129808724845,0.5684020683219795,0.634071424779894,0.7609058097208311,0.680523717355431,0.3834370247702048,0.7747368489571367,0.5739810573671768,0.4514244286933101,0.6647071992974778,0.639394772146513,0.7264265804644833,0.3867233739570193,0.7846389981658357
Orf61,0.2698205452452177,0.7311293196315288,0.6049188357654518,0.7528299817031581,0.6084298563552683,0.5521201894261724,0.4525480054557029,0.5971619034633631,0.7315279962613163,0.6809605710362244,0.6850884913907613,0.6544051501390761,0.5588334434707359,0.17615490216866964,0.5502097555826246,0.18484589035933388,0.6093025234161086,0.6860032073866348,0.5240301523739788,0.6238068906929515,0.4961341352437434,0.6423989962232027,0.669262099511443,0.6345867641027625,0.6680772492481294,0.6478631040855373,0.29646737701519166,0.7390612462394403,0.5653656081868335,0.5732854393373571,0.6367247684282952,0.8095633315498064,0.8088948531568265,0.7942629790663034,0.7208905712532223,0.6234208600045075,0.7754359312344398,0.8092039694970985,0.7127514093612362,0.7975401107745747,0.681405774884275,0.681402988813976,0.6393412875001561,0.6697712885128069,0.7423434056845432,0.7962626711998049,0.8135159758507999,0.7178230565992751,0.7867519302937735,1.0,0.8173178368716598,0.7353505207753287,0.7380406351844795,0.8599108879671696,0.8393094743253361,0.49194621554090473,0.8160152325015345,0.65693391414216,0.5782854444553014,0.724797544533461,0.6952054104132347,0.8582703686062171,0.5555232016127649,0.891128212280922
Orf62,0.19589306072130924,0.6236123538173839,0.6026908051179383,0.7254956151198353,0.6443961877350959,0.6288613930866025,0.480156507375264,0.6527891838484673,0.7019741076355026,0.712513567558892,0.6217366158260851,0.6836204935888519,0.510342700507079,0.40656617460293276,0.677530711014791,0.14140749025123953,0.7281212015911891,0.6787396578329582,0.5673397753340301,0.6567526651404604,0.6261690030452812,0.6703806669182295,0.5766553079669677,0.6625397647253827,0.6205281973092066,0.6023905857498755,0.15342239474860972,0.5976256701708352,0.5477673051223194,0.5729257153204116,0.6048620666976579,0.7251740189521527,0.7163959111650234,0.8138721358601306,0.7274724906796217,0.6622473849433638,0.7517022136497753,0.8191999506151393,0.766043896813748,0.7661222936864582,0.8038859941802051,0.7152195069888369,0.7501257147517149,0.7721744394840002,0.7564198775599134,0.7631032504662084,0.7819628097180386,0.7275216950936162,0.7862129808724845,0.8173178368716598,1.0,0.7198555421496511,0.7470216900333946,0.8092118913253893,0.7382755260647827,0.4986221301715693,0.7665660623361141,0.6520434219143894,0.5417400945063807,0.6926088749372774,0.6407490228084739,0.8320601086482629,0.5961835530540269,0.8504283244586873
Orf63,0.04325890623891807,0.5476048411706662,0.6647948681153111,0.42670218852646014,0.30540460204630593,0.22628239878003178,0.0677597840017863,0.35363322013755333,0.6100808930335729,0.3956899932359687,0.3343322396193564,0.3766859606458936,0.11370463304232177,0.26589387546641535,0.3624142703957761,0.04009562422257332,0.4330878594960716,0.3969507668599654,0.33140806046090765,0.37356262387918854,0.23909846295962978,0.3834182227889671,0.37241067834234115,0.3012391610403112,0.3309638955033304,0.31397007043133274,-0.11930109485826217,0.36521047517083055,0.31130015778182035,0.4406556276971523,0.5400835357164849,0.5807321597125994,0.6026814859710499,0.5793924412927842,0.5886272712710374,0.5507516777739884,0.5960769141353288,0.7211226951779959,0.7252529913854401,0.6719256750647201,0.7112046420142251,0.7487427329692524,0.7741390585684383,0.7643021803161811,0.6976178665057814,0.5652945013982087,0.6495776045137646,0.4134024539706151,0.5684020683219795,0.7353505207753287,0.7198555421496511,1.0,0.6347649008765424,0.8455311932766513,0.6413306470737571,0.6290804407945072,0.6770851116687754,0.4309848668210002,0.26935906536824183,0.4810479344541599,0.37373773320094894,0.7653067006696904,0.5823206296603141,0.7045127830874467
Orf65,0.03444022526747159,0.4685946548255285,0.4814767399465632,0.5889176301729485,0.5370644203990487,0.5151766188923592,0.21530204684612153,0.519559190230043,0.5087999040230763,0.546732108856294,0.3649779633703303,0.5857132392177894,0.403629374730601,0.1424772070673592,0.48764364593371606,0.1604541430796833,0.590170683231665,0.5012227347000218,0.4859642021110425,0.47891936442956057,0.5009678196370376,0.5444565567028815,0.491973849634969,0.5609208514256525,0.46350050058894765,0.456023970676956,0.2579007960104233,0.5410747679086438,0.49500855885199674,0.37628228996160507,0.4572966783725302,0.7142739925218579,0.6422466810733355,0.7481941192930855,0.711289961536039,0.5663308446486176,0.6799160598961143,0.6283279104218286,0.49773467601838106,0.672735320582638,0.6481973447883573,0.5140841331243892,0.5951775654140551,0.5907131368350023,0.5698865571151075,0.5990987742964888,0.670510242644852,0.5171977267483936,0.634071424779894,0.7380406351844795,0.7470216900333946,0.6347649008765424,1.0,0.8273650400905969,0.6750155198041633,0.28311130084787417,0.5610270395423331,0.3524479523083502,0.5268829144837867,0.4692523480734575,0.4314001921089035,0.7587206088982581,0.44866966065458036,0.7982929727972665
Orf66,0.14519658730360954,0.6858120289164149,0.6168235310714779,0.6019312441913376,0.5395145485737133,0.5167290207492188,0.2118140985352816,0.5808856384849985,0.7059753690032892,0.6068047776435918,0.5505920905744867,0.5882338103306818,0.39947777517253824,0.23885760959694272,0.5740518719406272,0.08627366128680845,0.6327561647528309,0.5881866030473356,0.45650557711865297,0.5627729564334217,0.4511739706344035,0.6017587296419872,0.48336086512447196,0.5422164533287327,0.4619469401476647,0.5473703769399275,0.1613177799375351,0.5789233620166678,0.4287467962510574,0.5354507219815889,0.5837544145053467,0.7398347777132867,0.7190645668732236,0.7675187067688898,0.7168414050207649,0.5930659068143999,0.7813664884427923,0.8314446302313016,0.7816675188758136,0.7707133875454271,0.7653184409367227,0.669948777504037,0.7471564453428557,0.6857849495061022,0.781463978021158,0.7868562208550743,0.8278659875523872,0.6380467416739968,0.7609058097208311,0.8599108879671696,0.8092118913253893,0.8455311932766513,0.8273650400905969,1.0,0.7935398266421422,0.45383652883511827,0.731072899201783,0.5435721730689537,0.48122717640645024,0.6314353791687466,0.5971907990791824,0.8692638298378104,0.5313129773098361,0.9011670597254762
Orf67,0.24852797209307836,0.6277065172516356,0.432646871776993,0.6672909346361152,0.5968275556340611,0.520241860955341,0.46417459048024584,0.5877593036938374,0.6486218923359423,0.6870490732374691,0.5724175078091877,0.6755137125474235,0.5416874266068386,0.2637511464340405,0.6145203375780551,0.18488084278158995,0.6105778178007244,0.6381157470408558,0.5604498777312118,0.6968096262522927,0.4694016558535133,0.5932437438034571,0.682173000509073,0.6930757605830138,0.6715724083045739,0.7066414767808492,0.32029110054671356,0.5834153797196228,0.44902971567244043,0.5424080391206884,0.6693423250086061,0.6410987416056171,0.6685272981598498,0.7154192309270453,0.5769389565830626,0.46981205129987275,0.6669079755140735,0.7022980463358756,0.6043049066416881,0.7082410934054371,0.5542785946047852,0.543221961642529,0.4436612453605159,0.47240441747822864,0.6271717978942336,0.7041875719336276,0.7822095908095568,0.7029137467602297,0.680523717355431,0.8393094743253361,0.7382755260647827,0.6413306470737571,0.6750155198041633,0.7935398266421422,1.0,0.34121650620090493,0.6738944392454094,0.6671340227379151,0.5386092893143514,0.7124163360860429,0.7107680283552046,0.7411315898789136,0.29142920876680445,0.7860780673140522
Orf68,-0.018085292344402645,0.3605111317563425,0.7150668206481974,0.190407451106799,-0.019912187355914907,-0.06797271647848346,-0.014719176908935106,-0.00013872892892670302,0.44379624898914194,0.0525589538456464,0.09267785418788915,0.12359577155957863,-0.1180196133507852,0.016524827412127418,0.028668286268815363,-0.10107360201787514,0.21280355567429018,0.11435502786156872,0.0767681199268746,0.05228871338308747,0.09363882381010918,0.04907393400042572,0.10716617793923858,0.058906276119927097,0.16491685490139227,0.03720510729408744,-0.15054403300931274,0.005176028212118104,0.0853560165558945,0.16811777884977805,0.46420176871118557,0.3676348259309584,0.4015322213537867,0.3891461098113757,0.2329310620363333,0.4099508518285825,0.18045970544641296,0.41411439025693814,0.47518525422699903,0.4372315012303839,0.5781487618689203,0.6827081341473862,0.5919609802107727,0.7468869498668416,0.5336709473246973,0.22740932833363992,0.3008069850694588,0.0782965990166068,0.3834370247702048,0.49194621554090473,0.4986221301715693,0.6290804407945072,0.28311130084787417,0.45383652883511827,0.34121650620090493,1.0,0.6059157102600647,0.22165772885876933,-0.021853695922883838,0.13612280471776433,0.02764899901805771,0.568321677608951,0.5845252093033813,0.2991209727114555
Orf69,0.2513067521195829,0.7159679089957122,0.829517870757507,0.7082078314818212,0.37566555255116874,0.3902705699698126,0.37169287844718135,0.6188200370517462,0.8918919465195104,0.60844007444699,0.6259371392568747,0.5363369144976962,0.4693888908814854,0.12070683787062851,0.4304190543328911,0.05554159281241713,0.46064633181908926,0.5190217606566362,0.34660965994905285,0.441717820103452,0.39420938453029275,0.4760966013029781,0.5285770398273975,0.4237058700742252,0.5750975675819726,0.5329623270634192,0.1948436605611487,0.6338667470807178,0.41825731546431955,0.6029605704856633,0.6481424183480052,0.6639589419433453,0.6852564164354749,0.7161447547943428,0.7562445459970197,0.6462152265390576,0.6339288198375818,0.8099053795041781,0.6890913342108858,0.7976479614894587,0.7011236583583667,0.6499451375028409,0.755823284304189,0.7623272129552474,0.7696952539294678,0.7575249729445764,0.7106737102029997,0.6827107425537271,0.7747368489571367,0.8160152325015345,0.7665660623361141,0.6770851116687754,0.5610270395423331,0.731072899201783,0.6738944392454094,0.6059157102600647,1.0,0.6401732051604191,0.37202994296704245,0.6362629211320502,0.5614464985618626,0.7552501886286513,0.4761672415244898,0.7307287062564521
Orf7,0.3969039854579083,0.6349142204021112,0.35993990900552314,0.7084059070217829,0.49243050351868983,0.4713567817435278,0.5519547972295303,0.7447089474585612,0.681898778725924,0.8233261552206508,0.7368912500084596,0.7294437247436729,0.693960334686106,0.39698166585882005,0.7373058495783217,0.09254390412308634,0.5507088411557557,0.8501044770592695,0.5906391120276215,0.7029267076203874,0.5689308113800926,0.658623829890111,0.6030839653919725,0.6193705462950737,0.7022715132945598,0.8073919979386681,0.08405602408285168,0.6440294863629747,0.4487206075449239,0.80182383616826,0.7075320010382986,0.6675210130772019,0.7457377633858238,0.6932111583254034,0.6617708656040854,0.4483463128598329,0.5891447088785432,0.7347290456750114,0.6892852111080557,0.6079577948488534,0.47286164188663277,0.5241124057516257,0.4685163201790409,0.4423666283495164,0.5957024130016317,0.7395085089178751,0.5827867746773582,0.8256886720672941,0.5739810573671768,0.65693391414216,0.6520434219143894,0.4309848668210002,0.3524479523083502,0.5435721730689537,0.6671340227379151,0.22165772885876933,0.6401732051604191,1.0,0.3832712142924011,0.7673372249753487,0.7754501980400119,0.5823060253130528,0.4087209141018434,0.5968465119377447
Orf70,0.23842177820959684,0.45512377958094413,0.15664324597601936,0.594476596565823,0.8331617527279925,0.8758302621063291,0.4645273151823358,0.6254534018331619,0.372091027389631,0.6597241842184474,0.5119036789331415,0.5103245822841148,0.6153583885837894,0.15933254310890332,0.5684268466389243,0.2918804730898425,0.5951028163562182,0.5200362398809693,0.5807335380262173,0.7357710779029092,0.4925487935582384,0.705042743647326,0.582239424477356,0.744046174696432,0.591529348201976,0.5146004799919311,0.5468780613259406,0.6360116024216352,0.6851198462738788,0.3416061099560058,0.3180495017741302,0.45211346479900094,0.5364771611942568,0.6295263207119531,0.4994340622453108,0.21388322059149623,0.529544192287764,0.5020802412415314,0.45461363153135464,0.41061460462185506,0.48612528727858495,0.13755300557490877,0.21121612310778343,0.32598982226723683,0.37864996899727804,0.5639118708567221,0.5563187921594731,0.606810987907803,0.4514244286933101,0.5782854444553014,0.5417400945063807,0.26935906536824183,0.5268829144837867,0.48122717640645024,0.5386092893143514,-0.021853695922883838,0.37202994296704245,0.3832712142924011,1.0,0.47298083483509457,0.5776877522711612,0.39588978954028653,0.28521491396997006,0.5893913263321015
Orf8,0.39881611246667564,0.626741630882386,0.31360839589509515,0.8418206124443189,0.5454473457317893,0.6020377743674843,0.5740243435072153,0.7113492068857177,0.6263392384635861,0.8507590983185312,0.7525969238455084,0.6685721740904329,0.610398831481369,0.32515366286161923,0.7054159313614229,0.03975314445320735,0.5498964744203892,0.7494537839227537,0.41155547013707294,0.6143163554690059,0.5344546366994974,0.7755353543365291,0.6284097428003659,0.5619983189264586,0.6007489617134697,0.7200981324324628,0.22059698100566622,0.6983588604859237,0.5254288855363468,0.808616976433681,0.5704289402628381,0.5972439138219438,0.6696427760075653,0.6148623890233147,0.6865019542464693,0.46542086942135047,0.6806406975255074,0.742680448144412,0.6597938581793902,0.6140964049923261,0.5103546350012405,0.47930320029380896,0.4126548076851747,0.3640207759704504,0.5416271227519652,0.7806234392755579,0.7326868896098178,0.8146581575222603,0.6647071992974778,0.724797544533461,0.6926088749372774,0.4810479344541599,0.4692523480734575,0.6314353791687466,0.7124163360860429,0.13612280471776433,0.6362629211320502,0.7673372249753487,0.47298083483509457,1.0,0.8712748370474448,0.586736646907996,0.28705979998757686,0.765628417104464
Orf9,0.47025813871007294,0.5999657881089366,0.2081436475148224,0.7385122455048976,0.6333808275142186,0.6500088709126419,0.6247431577640054,0.750594996010196,0.5599527347445677,0.8352495715367545,0.7444404588038704,0.6527682145788488,0.6626299934228757,0.40252751735261855,0.7200006570041817,0.11530320662190749,0.5910419686983828,0.7718927651688602,0.48906906522773474,0.6813535996547981,0.47753541964942303,0.8186447624932828,0.6665075864882797,0.6692983686614834,0.6608419239315083,0.6966093775491302,0.2814904901785484,0.6935363529755704,0.4809222119234798,0.7481344722067761,0.5249498121484927,0.5322892678308272,0.6341178142079738,0.5862310546504291,0.6688857130984772,0.43331883730147336,0.7249706953843112,0.6757943984899623,0.6576472268226115,0.514674048311445,0.42780014211255296,0.39601127119085494,0.30665720336745517,0.3097727127890113,0.45861062293249005,0.7893297911094304,0.7527700224951017,0.8935927640756139,0.639394772146513,0.6952054104132347,0.6407490228084739,0.37373773320094894,0.4314001921089035,0.5971907990791824,0.7107680283552046,0.02764899901805771,0.5614464985618626,0.7754501980400119,0.5776877522711612,0.8712748370474448,1.0,0.4834363677263136,0.202730989827103,0.7502076813775007
vIRF1,0.2292425468671179,0.7519960310183461,0.6395929147488129,0.5919257474381746,0.5081085892013082,0.479244329980471,0.25716173828560246,0.49778872744810626,0.6974912208113833,0.5745677121917612,0.5759478202376278,0.6585713073823221,0.5030281940430981,0.26315642273534623,0.5562452207277644,0.1220792227388137,0.6203667337804235,0.647049971881065,0.504658644806121,0.5637119634930465,0.4794179528698051,0.5395834385637069,0.5093683767717709,0.5674548352268685,0.527843496911099,0.6058977960347534,0.08300171577834052,0.5637063056164526,0.4301042961157855,0.4783427233440735,0.6233509596978636,0.8310287882306812,0.7899682136683139,0.7739924884574587,0.6715756323694335,0.6547530617088878,0.7155948188243371,0.788249509575806,0.6923313892506354,0.8200871870111088,0.7207962285892044,0.7840326446390439,0.7441871530115033,0.7531532880583119,0.7969931998064081,0.7150022721739345,0.7442189803882853,0.5615568587094452,0.7264265804644833,0.8582703686062171,0.8320601086482629,0.7653067006696904,0.7587206088982581,0.8692638298378104,0.7411315898789136,0.568321677608951,0.7552501886286513,0.5823060253130528,0.39588978954028653,0.586736646907996,0.4834363677263136,1.0,0.6614918149066581,0.8526611997397711
vIRF2,0.21174713461747427,0.5289352702319166,0.47285482968028236,0.3675303039528961,0.29356557520055393,0.35358867234809144,0.0681395167312396,0.33500780149424847,0.4879660881359409,0.3076168745262017,0.39363311525381633,0.4275129221346151,0.22701976343287217,0.27909228371170147,0.3720917537088577,-0.014799585499305233,0.43335435325676414,0.48022675300965667,0.3320658010706141,0.3234593973794239,0.37598263785664016,0.393851375898353,0.2862187645995478,0.3237547717138815,0.32906528124759205,0.26831710931058483,-0.08919616212722634,0.31917161141642203,0.3167656087861513,0.39820032341075845,0.4688129369419649,0.5886743670112177,0.5737409276262423,0.6365248469232941,0.4314445382198037,0.32644715368552674,0.41742684205161834,0.496811372672777,0.6112813513951907,0.36800652887023305,0.5734678236057662,0.6166130531176649,0.5819422206602298,0.6964450167662934,0.5394415154795758,0.35133992065861575,0.34237962325932664,0.2525468692039792,0.3867233739570193,0.5555232016127649,0.5961835530540269,0.5823206296603141,0.44866966065458036,0.5313129773098361,0.29142920876680445,0.5845252093033813,0.4761672415244898,0.4087209141018434,0.28521491396997006,0.28705979998757686,0.202730989827103,0.6614918149066581,1.0,0.4539735448175487
vIRF4,0.22368589463074218,0.6878824934291586,0.5277376571294131,0.7418723465224495,0.6551021472333519,0.6780207722718826,0.3584969382252051,0.6210581533436523,0.6614058196090151,0.7408049713584216,0.6470184292746516,0.6654202321475685,0.5754997955533327,0.2748523279293114,0.6505894768582016,0.15588984802251957,0.7028413210449909,0.7023752227847598,0.493908904712002,0.6597534738692947,0.5078199838635504,0.7132242864972779,0.6054460998037915,0.6429135849423424,0.58404828602771,0.6729771404198472,0.2625609116063907,0.7149732191439263,0.541710831307419,0.560197165394747,0.5092284493445853,0.778850755594864,0.780192055472684,0.7369615974238679,0.784463210471063,0.6513972175812563,0.8903367853995023,0.838537574096131,0.738802299939368,0.7893036521619112,0.7240243995921928,0.6351997262936451,0.664088127618356,0.6179372969535936,0.7056387552394264,0.8407714016666445,0.8867784205851005,0.7446004351647044,0.7846389981658357,0.891128212280922,0.8504283244586873,0.7045127830874467,0.7982929727972665,0.9011670597254762,0.7860780673140522,0.2991209727114555,0.7307287062564521,0.5968465119377447,0.5893913263321015,0.765628417104464,0.7502076813775007,0.8526611997397711,0.4539735448175487,1.0
